Name,Connection Type,App,Platform,Country,Date,Impressions,Ad Revenue,CPM
connection 1975,Mock Connection - mopub.com,Tetris,Android,Denmark,2020-05-04,2192,16,7
connection 1976,Mock Connection - applovin.com,Snake,iOS,United States,2020-05-04,4253,10,2
connection 1977,Mock Connection - inmobi.com,Snake,Android,Germany,2020-05-04,3566,12,3
connection 1978,Mock Connection - chartboost.com,Tetris,iOS,Canada,2020-05-04,65,7,112
connection 1979,Mock Connection - adcolony.com,Pong,Android,Denmark,2020-05-04,2228,16,7
connection 1980,Mock Connection - applovin.com,Tetris,Firefox OS,Denmark,2020-05-04,3127,36,11
connection 1981,Mock Connection - chartboost.com,Pong,iOS,United States,2020-05-04,1359,5,3
connection 1982,Mock Connection - flurry.com,Tetris,iOS,Denmark,2020-05-04,3109,5,1
connection 1983,Mock Connection - applovin.com,Tetris,Android,Germany,2020-05-04,443,2,6
connection 1984,Mock Connection - inmobi.com,Snake,iOS,Brazil,2020-05-04,3213,17,5
connection 1985,Mock Connection - vungle.com,Pong,Firefox OS,Germany,2020-05-04,2177,6,3
connection 1986,Mock Connection - facebook.com,Pong,Firefox OS,United States,2020-05-04,2381,1,0
connection 1987,Mock Connection - adcolony.com,Pong,Luciano iOS,Denmark,2020-05-04,1015,2,2
connection 1988,Mock Connection - flurry.com,Tetris,Firefox OS,Canada,2020-05-04,809,6,7
connection 1989,Mock Connection - mopub.com,Snake,Firefox OS,Denmark,2020-05-04,2009,19,9
connection 1990,Mock Connection - mopub.com,Snake,Android,Germany,2020-05-04,2614,24,9
connection 1991,Mock Connection - flurry.com,Pong,Firefox OS,Canada,2020-05-04,375,0,1
connection 1992,Mock Connection - chartboost.com,Snake,Firefox OS,Japan,2020-05-04,2550,10,4
connection 1993,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Denmark,2020-05-04,295,0,0
connection 1994,Mock Connection - adcolony.com,2.0,Android,Denmark,2020-05-04,935,2,3
connection 1995,Mock Connection - adcolony.com,2.0,Android,United States,2020-05-04,452,9,20
connection 1996,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Germany,2020-05-04,1137,3,2
connection 1997,Mock Connection - adcolony.com,Snake,Firefox OS,Germany,2020-05-04,872,0,0
connection 1998,Mock Connection - inmobi.com,Pong,iOS,United States,2020-05-04,3101,6,2
connection 1999,Mock Connection - facebook.com,Michael Tetris,Michael iOS,Canada,2020-05-04,1047,0,0
connection 2000,Mock Connection - chartboost.com,Snake,Firefox OS,Brazil,2020-05-04,974,13,14
connection 2001,Mock Connection - applovin.com,Tetris,Android,Brazil,2020-05-04,543,12,23
connection 2002,Mock Connection - flurry.com,Tetris,Others,Germany,2020-05-04,1853,0,0
connection 2003,Mock Connection - mopub.com,Pong,iOS,Canada,2020-05-04,3585,19,5
connection 2004,Mock Connection - chartboost.com,Pong,Android,Brazil,2020-05-04,44,1,25
connection 2005,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Canada,2020-05-04,2238,11,5
connection 2006,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Denmark,2020-05-04,1685,4,2
connection 2007,Mock Connection - vungle.com,Snake,Android,Germany,2020-05-04,3804,33,8
connection 2008,Mock Connection - adcolony.com,2.0,Luciano iOS,United States,2020-05-04,781,23,30
connection 2009,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Brazil,2020-05-04,81,0,6
connection 2010,Mock Connection - flurry.com,Tetris,Firefox OS,Germany,2020-05-04,2893,4,1
connection 2011,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Brazil,2020-05-05,373,1,4
connection 2012,Mock Connection - vungle.com,Monte Tetris,Android,Japan,2020-05-05,4142,15,3
connection 2013,Mock Connection - flurry.com,Tetris,Firefox OS,Japan,2020-05-05,2433,2,0
connection 2014,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Japan,2020-05-05,2040,8,3
connection 2015,Mock Connection - inmobi.com,Pong,Firefox OS,Japan,2020-05-05,7752,22,2
connection 2016,Mock Connection - applovin.com,Tetris,iOS,Germany,2020-05-05,1483,10,7
connection 2017,Mock Connection - flurry.com,Pong,Firefox OS,Denmark,2020-05-05,3746,19,5
connection 2018,Mock Connection - chartboost.com,Tetris,iOS,Canada,2020-05-05,1266,6,4
connection 2019,Mock Connection - mopub.com,Pong,iOS,Brazil,2020-05-05,506,0,1
connection 2020,Mock Connection - facebook.com,Snake,iOS,Canada,2020-05-05,1996,6,3
connection 2021,Mock Connection - vungle.com,Pong,Android,Germany,2020-05-05,4559,20,4
connection 2022,Mock Connection - flurry.com,Tetris,Firefox OS,Germany,2020-05-05,1429,14,10
connection 2023,Mock Connection - flurry.com,Pong,Android,Japan,2020-05-05,1722,32,19
connection 2024,Mock Connection - vungle.com,Snake,Android,Germany,2020-05-05,2361,21,8
connection 2025,Mock Connection - mopub.com,Snake,Firefox OS,United States,2020-05-05,340,0,0
connection 2026,Mock Connection - vungle.com,Tetris,Android,Canada,2020-05-05,2003,4,2
connection 2027,Mock Connection - inmobi.com,Randy,GP,Canada,2020-05-05,3616,14,3
connection 2028,Mock Connection - chartboost.com,Judy Tetris,Android,Denmark,2020-05-05,1606,6,3
connection 2029,Mock Connection - mopub.com,Pong,Firefox OS,Denmark,2020-05-05,1760,9,5
connection 2030,Mock Connection - adcolony.com,2.0,Firefox OS,Brazil,2020-05-05,211,2,13
connection 2031,Mock Connection - facebook.com,Tetris,Firefox OS,United States,2020-05-05,1052,8,8
connection 2032,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Denmark,2020-05-05,807,1,1
connection 2033,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Germany,2020-05-05,1330,6,4
connection 2034,Mock Connection - facebook.com,Tetris,Android,Canada,2020-05-05,2033,14,7
connection 2035,Mock Connection - applovin.com,Snake,iOS,Canada,2020-05-05,4607,22,4
connection 2036,Mock Connection - mopub.com,Snake,Firefox OS,Canada,2020-05-05,11018,39,3
connection 2037,Mock Connection - chartboost.com,Tetris,Android,Japan,2020-05-05,2967,3,1
connection 2038,Mock Connection - inmobi.com,Tetris,Android,Denmark,2020-05-05,1185,44,37
connection 2039,Mock Connection - mopub.com,Pong,Android,Brazil,2020-05-05,2978,6,2
connection 2040,Mock Connection - adcolony.com,Snake,Firefox OS,Germany,2020-05-05,379,0,1
connection 2041,Mock Connection - applovin.com,Pong,Android,Japan,2020-05-05,3946,40,10
connection 2042,Mock Connection - facebook.com,Pong,Android,Germany,2020-05-05,1215,0,0
connection 2043,Mock Connection - mopub.com,Tetris,Firefox OS,Japan,2020-05-05,3253,26,8
connection 2044,Mock Connection - applovin.com,Tetris,Firefox OS,Canada,2020-05-05,2426,3,1
connection 2045,Mock Connection - vungle.com,Pong,Android,Canada,2020-05-05,1761,11,6
connection 2046,Mock Connection - adcolony.com,Tetris,Firefox OS,Canada,2020-05-05,905,6,7
connection 2047,Mock Connection - applovin.com,Snake,Android,Germany,2020-05-05,5020,20,4
connection 2048,Mock Connection - facebook.com,Tetris,iOS,Germany,2020-05-05,1576,10,6
connection 2049,Mock Connection - applovin.com,Pong,Firefox OS,Denmark,2020-05-05,76,9,124
connection 2050,Mock Connection - applovin.com,Tetris,Firefox OS,Brazil,2020-05-05,276,5,21
connection 2051,Mock Connection - vungle.com,Tetris,iOS,Brazil,2020-05-05,1416,1,0
connection 2052,Mock Connection - applovin.com,Pong,Android,Germany,2020-05-05,512,2,4
connection 2053,Mock Connection - applovin.com,Snake,Android,Canada,2020-05-05,188,0,1
connection 2054,Mock Connection - vungle.com,Tetris,Android,Denmark,2020-05-05,74,0,11
connection 2055,Mock Connection - vungle.com,Monte Tetris,Monte iOS,Brazil,2020-05-05,423,3,9
connection 2056,Mock Connection - vungle.com,Snake,Firefox OS,Denmark,2020-05-05,6926,36,5
connection 2057,Mock Connection - adcolony.com,Pong,Luciano iOS,Canada,2020-05-05,402,2,6
connection 2058,Mock Connection - adcolony.com,Snake,Firefox OS,Brazil,2020-05-05,464,1,4
connection 2059,Mock Connection - chartboost.com,Pong,iOS,United States,2020-05-05,995,8,8
connection 2060,Mock Connection - mopub.com,Snake,iOS,Brazil,2020-05-05,922,4,4
connection 2061,Mock Connection - mopub.com,Masako Tetris,Firefox OS,United States,2020-05-05,43,1,26
connection 2062,Mock Connection - chartboost.com,Pong,Firefox OS,Japan,2020-05-05,1899,4,2
connection 2063,Mock Connection - inmobi.com,Randy,Android,Denmark,2020-05-05,2061,12,6
connection 2064,Mock Connection - flurry.com,Tetris,Others,Canada,2020-05-05,3125,23,7
connection 2065,Mock Connection - facebook.com,Tetris,Android,Denmark,2020-05-05,2414,13,5
connection 2066,Mock Connection - inmobi.com,Randy,GP,United States,2020-05-05,559,0,1
connection 2067,Mock Connection - adcolony.com,Snake,Firefox OS,United States,2020-05-05,440,12,29
connection 2068,Mock Connection - vungle.com,Tetris,Firefox OS,Canada,2020-05-05,1297,7,5
connection 2069,Mock Connection - adcolony.com,Pong,Firefox OS,Japan,2020-05-05,1629,8,5
connection 2070,Mock Connection - inmobi.com,Snake,Android,United States,2020-05-05,5419,54,10
connection 2071,Mock Connection - adcolony.com,Snake,Android,United States,2020-05-05,693,1,1
connection 2072,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Brazil,2020-05-05,306,0,1
connection 2073,Mock Connection - adcolony.com,Tetris,iOS,Germany,2020-05-05,2462,0,0
connection 2074,Mock Connection - flurry.com,Pong,iOS,Denmark,2020-05-05,1118,9,8
connection 2075,Mock Connection - flurry.com,Pong,Firefox OS,Brazil,2020-05-05,2137,2,1
connection 2076,Mock Connection - mopub.com,Tetris,Android,Denmark,2020-05-05,1381,6,4
connection 2077,Mock Connection - chartboost.com,Pong,iOS,Canada,2020-05-05,1840,6,3
connection 2078,Mock Connection - facebook.com,Michael Tetris,Android,Brazil,2020-05-05,362,0,0
connection 2079,Mock Connection - chartboost.com,Judy Tetris,Firefox OS,Canada,2020-05-05,284,1,4
connection 2080,Mock Connection - facebook.com,Pong,iOS,Denmark,2020-05-05,457,8,18
connection 2081,Mock Connection - vungle.com,Pong,Monte iOS,Canada,2020-05-05,751,2,3
connection 2082,Mock Connection - facebook.com,Michael Tetris,Android,Denmark,2020-05-05,1575,4,2
connection 2083,Mock Connection - inmobi.com,Tetris,Firefox OS,Japan,2020-05-05,675,2,3
connection 2084,Mock Connection - adcolony.com,2.0,Android,United States,2020-05-05,2600,7,2
connection 2085,Mock Connection - mopub.com,Tetris,iOS,Canada,2020-05-05,1168,10,9
connection 2086,Mock Connection - mopub.com,Tetris,Firefox OS,United States,2020-05-05,1010,17,17
connection 2087,Mock Connection - mopub.com,Pong,Firefox OS,United States,2020-05-05,632,11,17
connection 2088,Mock Connection - flurry.com,Pong,Firefox OS,Germany,2020-05-05,1086,10,9
connection 2089,Mock Connection - vungle.com,Pong,Android,United States,2020-05-05,5677,18,3
connection 2090,Mock Connection - chartboost.com,Tetris,Firefox OS,Germany,2020-05-05,2623,6,2
connection 2091,Mock Connection - facebook.com,Snake,iOS,Japan,2020-05-05,2258,11,4
connection 2092,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Brazil,2020-05-05,599,9,15
connection 2093,Mock Connection - flurry.com,Pong,iOS,United States,2020-05-05,1638,10,6
connection 2094,Mock Connection - inmobi.com,Tetris,iOS,Brazil,2020-05-05,1865,11,6
connection 2095,Mock Connection - flurry.com,Snake,Firefox OS,Japan,2020-05-05,465,4,10
connection 2096,Mock Connection - mopub.com,Tetris,Firefox OS,Brazil,2020-05-05,409,3,9
connection 2097,Mock Connection - facebook.com,Pong,iOS,Japan,2020-05-05,3574,19,5
connection 2098,Mock Connection - facebook.com,Michael Tetris,Michael iOS,United States,2020-05-05,1990,11,5
connection 2099,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Japan,2020-05-05,871,4,5
connection 2100,Mock Connection - chartboost.com,Pong,Android,Brazil,2020-05-05,416,1,3
connection 2101,Mock Connection - flurry.com,Snake,Firefox OS,Brazil,2020-05-05,2196,1,0
connection 2102,Mock Connection - vungle.com,Monte Tetris,Android,Brazil,2020-05-05,1862,2,1
connection 2103,Mock Connection - facebook.com,Snake,Android,Germany,2020-05-05,417,15,37
connection 2104,Mock Connection - facebook.com,Snake,Android,United States,2020-05-05,2940,13,4
connection 2105,Mock Connection - applovin.com,Snake,Firefox OS,Canada,2020-05-05,727,3,4
connection 2106,Mock Connection - mopub.com,Snake,iOS,Japan,2020-05-05,4629,63,13
connection 2107,Mock Connection - chartboost.com,Judy Tetris,Judy iOS,Japan,2020-05-05,557,5,9
connection 2108,Mock Connection - vungle.com,Pong,Firefox OS,Japan,2020-05-05,1455,3,2
connection 2109,Mock Connection - adcolony.com,2.0,Luciano iOS,Canada,2020-05-05,1758,5,3
connection 2110,Mock Connection - adcolony.com,Tetris,Firefox OS,Japan,2020-05-05,1628,7,4
connection 2111,Mock Connection - flurry.com,Pong,iOS,Canada,2020-05-05,1495,1,0
connection 2112,Mock Connection - mopub.com,Pong,Firefox OS,Brazil,2020-05-05,69,1,21
connection 2113,Mock Connection - vungle.com,Snake,Android,Brazil,2020-05-05,1288,9,7
connection 2114,Mock Connection - inmobi.com,Tetris,Firefox OS,Germany,2020-05-05,1542,10,6
connection 2115,Mock Connection - adcolony.com,Tetris,Android,United States,2020-05-05,792,0,0
connection 2116,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Denmark,2020-05-05,907,0,0
connection 2117,Mock Connection - applovin.com,Pong,Android,Denmark,2020-05-05,2584,7,2
connection 2118,Mock Connection - facebook.com,Snake,iOS,Germany,2020-05-05,5034,34,6
connection 2119,Mock Connection - flurry.com,Pong,Firefox OS,Canada,2020-05-05,497,17,35
connection 2120,Mock Connection - mopub.com,Masako Tetris,Android,Brazil,2020-05-05,2110,4,2
connection 2121,Mock Connection - chartboost.com,Snake,Android,Canada,2020-05-05,1517,7,5
connection 2122,Mock Connection - vungle.com,Pong,iOS,Canada,2020-05-05,1956,6,3
connection 2123,Mock Connection - chartboost.com,Pong,iOS,Brazil,2020-05-05,1909,12,6
connection 2124,Mock Connection - chartboost.com,Snake,Android,Japan,2020-05-05,4798,41,8
connection 2125,Mock Connection - chartboost.com,Tetris,iOS,Germany,2020-05-05,144,5,35
connection 2126,Mock Connection - applovin.com,Snake,iOS,Germany,2020-05-05,1456,4,3
connection 2127,Mock Connection - inmobi.com,Pong,iOS,United States,2020-05-05,4086,23,5
connection 2128,Mock Connection - vungle.com,Tetris,Firefox OS,Brazil,2020-05-05,140,0,5
connection 2129,Mock Connection - vungle.com,Pong,Firefox OS,United States,2020-05-05,577,6,10
connection 2130,Mock Connection - mopub.com,Snake,Android,Brazil,2020-05-05,1991,10,5
connection 2131,Mock Connection - inmobi.com,Pong,Firefox OS,Canada,2020-05-05,4778,27,5
connection 2132,Mock Connection - applovin.com,Tetris,Android,Denmark,2020-05-05,2585,8,3
connection 2133,Mock Connection - chartboost.com,Pong,Android,Germany,2020-05-05,2402,14,6
connection 2134,Mock Connection - facebook.com,Snake,Android,Japan,2020-05-05,3978,14,3
connection 2135,Mock Connection - applovin.com,Tetris,Android,Japan,2020-05-05,184,0,1
connection 2136,Mock Connection - flurry.com,Tetris,iOS,Japan,2020-05-05,672,2,3
connection 2137,Mock Connection - vungle.com,Tetris,Android,United States,2020-05-05,943,5,5
connection 2138,Mock Connection - flurry.com,Pong,iOS,Japan,2020-05-05,203,2,11
connection 2139,Mock Connection - vungle.com,Pong,Firefox OS,Brazil,2020-05-05,1648,8,4
connection 2140,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,United States,2020-05-05,1172,4,3
connection 2141,Mock Connection - facebook.com,Pong,iOS,Brazil,2020-05-05,2092,16,7
connection 2142,Mock Connection - inmobi.com,Pong,Android,Canada,2020-05-05,5598,27,4
connection 2143,Mock Connection - flurry.com,Snake,iOS,Denmark,2020-05-05,1809,7,4
connection 2144,Mock Connection - chartboost.com,Snake,Firefox OS,Japan,2020-05-05,2811,11,4
connection 2145,Mock Connection - vungle.com,Snake,Android,Japan,2020-05-05,5887,48,8
connection 2146,Mock Connection - mopub.com,Pong,iOS,Canada,2020-05-05,2165,46,21
connection 2147,Mock Connection - facebook.com,Pong,iOS,United States,2020-05-05,137,13,95
connection 2148,Mock Connection - flurry.com,Tetris,Android,Brazil,2020-05-05,1847,6,3
connection 2149,Mock Connection - facebook.com,Michael Tetris,Android,Canada,2020-05-05,5773,12,2
connection 2150,Mock Connection - adcolony.com,Snake,Android,Germany,2020-05-05,1832,4,2
connection 2151,Mock Connection - vungle.com,Snake,Monte iOS,Germany,2020-05-05,1256,7,5
connection 2152,Mock Connection - facebook.com,Michael Tetris,Firefox OS,United States,2020-05-05,769,5,6
connection 2153,Mock Connection - applovin.com,Pong,iOS,Canada,2020-05-05,2038,4,2
connection 2154,Mock Connection - mopub.com,Masako Tetris,Firefox OS,Canada,2020-05-05,326,3,11
connection 2155,Mock Connection - applovin.com,Tetris,Android,Brazil,2020-05-05,651,11,17
connection 2156,Mock Connection - vungle.com,Monte Tetris,Android,Germany,2020-05-05,116,1,14
connection 2157,Mock Connection - chartboost.com,Tetris,iOS,Brazil,2020-05-05,984,2,2
connection 2158,Mock Connection - adcolony.com,Pong,Android,Denmark,2020-05-05,2021,9,4
connection 2159,Mock Connection - applovin.com,Pong,iOS,Japan,2020-05-05,2955,48,16
connection 2160,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Japan,2020-05-05,44,0,20
connection 2161,Mock Connection - inmobi.com,Snake,iOS,Japan,2020-05-05,9581,39,4
connection 2162,Mock Connection - vungle.com,Snake,iOS,United States,2020-05-05,653,4,6
connection 2163,Mock Connection - flurry.com,Snake,Android,Germany,2020-05-05,7948,17,2
connection 2164,Mock Connection - inmobi.com,Tetris,Firefox OS,United States,2020-05-05,2431,8,3
connection 2165,Mock Connection - facebook.com,Snake,Android,Canada,2020-05-05,2987,40,13
connection 2166,Mock Connection - vungle.com,Pong,Android,Japan,2020-05-05,6221,55,8
connection 2167,Mock Connection - chartboost.com,Snake,Firefox OS,United States,2020-05-05,470,6,14
connection 2168,Mock Connection - chartboost.com,Snake,iOS,Japan,2020-05-05,4978,9,1
connection 2169,Mock Connection - adcolony.com,Luciano Tetris,Android,Japan,2020-05-05,295,15,51
connection 2170,Mock Connection - applovin.com,Tetris,iOS,Canada,2020-05-05,835,14,16
connection 2171,Mock Connection - vungle.com,Pong,Android,Brazil,2020-05-05,1803,3,1
connection 2172,Mock Connection - adcolony.com,Luciano Tetris,Android,United States,2020-05-05,160,2,14
connection 2173,Mock Connection - facebook.com,Tetris,Android,Japan,2020-05-05,5796,7,1
connection 2174,Mock Connection - mopub.com,Snake,iOS,Germany,2020-05-05,5712,26,4
connection 2175,Mock Connection - flurry.com,Snake,Android,United States,2020-05-05,4156,16,4
connection 2176,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Canada,2020-05-05,67,5,84
connection 2177,Mock Connection - inmobi.com,Snake,Firefox OS,Canada,2020-05-05,7834,61,7
connection 2178,Mock Connection - chartboost.com,Snake,Firefox OS,Canada,2020-05-05,1539,25,16
connection 2179,Mock Connection - chartboost.com,Tetris,Firefox OS,United States,2020-05-05,366,11,32
connection 2180,Mock Connection - inmobi.com,Pong,Firefox OS,Denmark,2020-05-05,1869,8,4
connection 2181,Mock Connection - inmobi.com,Tetris,Android,Japan,2020-05-05,3742,10,2
connection 2182,Mock Connection - facebook.com,Michael Tetris,Android,Japan,2020-05-05,1718,15,9
connection 2183,Mock Connection - chartboost.com,Tetris,Android,Germany,2020-05-05,1677,5,3
connection 2184,Mock Connection - vungle.com,Monte Tetris,Android,Denmark,2020-05-05,494,0,0
connection 2185,Mock Connection - adcolony.com,Snake,Android,Canada,2020-05-05,186,2,15
connection 2186,Mock Connection - vungle.com,Monte Tetris,Firefox OS,Brazil,2020-05-05,1183,7,6
connection 2187,Mock Connection - inmobi.com,Pong,iOS,Japan,2020-05-05,164,1,10
connection 2188,Mock Connection - mopub.com,Tetris,Android,Brazil,2020-05-05,493,3,8
connection 2189,Mock Connection - inmobi.com,Snake,iOS,Denmark,2020-05-05,6331,49,7
connection 2190,Mock Connection - applovin.com,Snake,iOS,Brazil,2020-05-05,5266,10,2
connection 2191,Mock Connection - inmobi.com,Randy,Firefox OS,Denmark,2020-05-05,1914,2,1
connection 2192,Mock Connection - inmobi.com,Snake,iOS,United States,2020-05-05,6154,55,8
connection 2193,Mock Connection - vungle.com,Tetris,Firefox OS,Denmark,2020-05-05,1828,6,3
connection 2194,Mock Connection - adcolony.com,Luciano Tetris,Firefox OS,Brazil,2020-05-05,551,6,11
connection 2195,Mock Connection - inmobi.com,Tetris,iOS,Japan,2020-05-05,4472,20,4
connection 2196,Mock Connection - inmobi.com,Randy,Android,Brazil,2020-05-05,919,17,19
connection 2197,Mock Connection - flurry.com,Tetris,Android,United States,2020-05-05,850,31,36
connection 2198,Mock Connection - chartboost.com,Snake,Android,United States,2020-05-05,3123,24,7
connection 2199,Mock Connection - vungle.com,Snake,Monte iOS,Japan,2020-05-05,1530,8,5
connection 2200,Mock Connection - vungle.com,Tetris,Firefox OS,United States,2020-05-05,2389,8,3
connection 2201,Mock Connection - flurry.com,Tetris,Firefox OS,Canada,2020-05-05,2973,25,8
connection 2202,Mock Connection - chartboost.com,Judy Tetris,Android,United States,2020-05-05,965,2,2
connection 2203,Mock Connection - applovin.com,Tetris,iOS,Japan,2020-05-05,514,1,2
connection 2204,Mock Connection - adcolony.com,2.0,Luciano iOS,Japan,2020-05-05,6580,18,2
connection 2205,Mock Connection - chartboost.com,Tetris,Android,United States,2020-05-05,81,3,41
connection 2206,Mock Connection - chartboost.com,Pong,Android,Canada,2020-05-05,294,1,6
connection 2207,Mock Connection - applovin.com,Pong,Firefox OS,Canada,2020-05-05,287,5,19
connection 2208,Mock Connection - flurry.com,Snake,iOS,Germany,2020-05-05,1029,10,10
connection 2209,Mock Connection - inmobi.com,Snake,Android,Brazil,2020-05-05,3842,13,3
connection 2210,Mock Connection - adcolony.com,2.0,Firefox OS,Japan,2020-05-05,684,8,12
connection 2211,Mock Connection - adcolony.com,Pong,Android,Brazil,2020-05-05,1633,5,3
connection 2212,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,Germany,2020-05-05,1189,3,3
connection 2213,Mock Connection - facebook.com,Pong,Android,Canada,2020-05-05,1196,9,7
connection 2214,Mock Connection - flurry.com,Tetris,iOS,Brazil,2020-05-05,456,0,1
connection 2215,Mock Connection - facebook.com,Snake,Firefox OS,Germany,2020-05-05,1046,22,21
connection 2216,Mock Connection - chartboost.com,Snake,iOS,Canada,2020-05-05,3842,5,1
connection 2217,Mock Connection - chartboost.com,Snake,iOS,Denmark,2020-05-05,4834,34,7
connection 2218,Mock Connection - facebook.com,Pong,Firefox OS,Denmark,2020-05-05,480,25,54
connection 2219,Mock Connection - applovin.com,Tetris,iOS,Denmark,2020-05-05,1080,5,5
connection 2220,Mock Connection - inmobi.com,Snake,Firefox OS,Japan,2020-05-05,6365,23,3
connection 2221,Mock Connection - vungle.com,Snake,iOS,Denmark,2020-05-05,2042,9,4
connection 2222,Mock Connection - flurry.com,Tetris,Firefox OS,Brazil,2020-05-05,911,3,3
connection 2223,Mock Connection - facebook.com,Pong,Android,Brazil,2020-05-05,1064,1,1
connection 2224,Mock Connection - applovin.com,Snake,Firefox OS,United States,2020-05-05,1278,2,2
connection 2225,Mock Connection - mopub.com,Tetris,Android,United States,2020-05-05,1461,3,2
connection 2226,Mock Connection - mopub.com,Snake,Android,Germany,2020-05-05,8039,48,6
connection 2227,Mock Connection - adcolony.com,2.0,Android,Germany,2020-05-05,1868,45,24
connection 2228,Mock Connection - mopub.com,Pong,iOS,Germany,2020-05-05,1192,19,16
connection 2229,Mock Connection - vungle.com,Pong,Firefox OS,Canada,2020-05-05,512,10,19
connection 2230,Mock Connection - mopub.com,Snake,iOS,Canada,2020-05-05,849,6,7
connection 2231,Mock Connection - facebook.com,Tetris,Firefox OS,Denmark,2020-05-05,2727,21,8
connection 2232,Mock Connection - adcolony.com,Pong,Android,Germany,2020-05-05,1421,0,0
connection 2233,Mock Connection - vungle.com,Pong,Android,Denmark,2020-05-05,3718,24,6
connection 2234,Mock Connection - applovin.com,Tetris,Firefox OS,United States,2020-05-05,947,1,1
connection 2235,Mock Connection - chartboost.com,Pong,Firefox OS,Denmark,2020-05-05,622,3,5
connection 2236,Mock Connection - applovin.com,Tetris,Android,United States,2020-05-05,1751,18,10
connection 2237,Mock Connection - inmobi.com,Pong,Firefox OS,Germany,2020-05-05,6758,12,1
connection 2238,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Germany,2020-05-05,2189,2,1
connection 2239,Mock Connection - applovin.com,Tetris,Android,Germany,2020-05-05,58,2,49
connection 2240,Mock Connection - flurry.com,Snake,Firefox OS,Denmark,2020-05-05,2209,3,1
connection 2241,Mock Connection - mopub.com,Pong,iOS,Japan,2020-05-05,3098,7,2
connection 2242,Mock Connection - inmobi.com,Pong,Android,Germany,2020-05-05,6001,17,2
connection 2243,Mock Connection - mopub.com,Masako Tetris,Android,Japan,2020-05-05,1123,7,6
connection 2244,Mock Connection - applovin.com,Snake,Firefox OS,Brazil,2020-05-05,628,1,1
connection 2245,Mock Connection - applovin.com,Snake,Android,Denmark,2020-05-05,2537,29,11
connection 2246,Mock Connection - vungle.com,Pong,iOS,Denmark,2020-05-05,659,2,3
connection 2247,Mock Connection - inmobi.com,Tetris,Android,United States,2020-05-05,2391,6,2
connection 2248,Mock Connection - mopub.com,Snake,iOS,United States,2020-05-05,2401,10,4
connection 2249,Mock Connection - adcolony.com,Pong,Luciano iOS,Japan,2020-05-05,1310,9,7
connection 2250,Mock Connection - vungle.com,Monte Tetris,Monte iOS,United States,2020-05-05,368,9,25
connection 2251,Mock Connection - chartboost.com,Snake,Android,Brazil,2020-05-05,384,2,6
connection 2252,Mock Connection - chartboost.com,Judy Tetris,Android,Japan,2020-05-05,1144,2,2
connection 2253,Mock Connection - adcolony.com,Tetris,Firefox OS,Brazil,2020-05-05,377,3,9
connection 2254,Mock Connection - vungle.com,Tetris,iOS,United States,2020-05-05,834,1,1
connection 2255,Mock Connection - chartboost.com,Pong,Firefox OS,United States,2020-05-05,816,3,4
connection 2256,Mock Connection - inmobi.com,Snake,iOS,Germany,2020-05-05,3572,12,3
connection 2257,Mock Connection - vungle.com,Tetris,Firefox OS,Germany,2020-05-05,1559,9,6
connection 2258,Mock Connection - facebook.com,Snake,iOS,Brazil,2020-05-05,3186,13,4
connection 2259,Mock Connection - inmobi.com,Pong,iOS,Denmark,2020-05-05,4039,64,15
connection 2260,Mock Connection - inmobi.com,Randy,GP,Germany,2020-05-05,1092,2,2
connection 2261,Mock Connection - adcolony.com,Luciano Tetris,Luciano iOS,United States,2020-05-05,1388,2,1
connection 2262,Mock Connection - facebook.com,Pong,Firefox OS,United States,2020-05-05,2511,29,11
connection 2263,Mock Connection - adcolony.com,Luciano Tetris,Android,Germany,2020-05-05,1304,19,14
connection 2264,Mock Connection - flurry.com,Snake,iOS,Canada,2020-05-05,721,7,10
connection 2265,Mock Connection - facebook.com,Michael Tetris,Michael iOS,Germany,2020-05-05,336,12,36
connection 2266,Mock Connection - mopub.com,Pong,Android,Denmark,2020-05-05,737,9,13
connection 2267,Mock Connection - facebook.com,Michael Tetris,Android,Germany,2020-05-05,3929,20,5
connection 2268,Mock Connection - facebook.com,Michael Tetris,Firefox OS,Canada,2020-05-05,163,6,38
connection 2269,Mock Connection - mopub.com,Snake,Firefox OS,Germany,2020-05-05,11896,60,5
connection 2270,Mock Connection - inmobi.com,Randy,Firefox OS,United States,2020-05-05,248,6,26
